likes,replies,retweets,text,user_screen_name,tidy_tweet,tokenized_tweet,MNO_label,lang,sentiment
40,4,2,"I think on netone and telone, the government must just take serious steps to improve effectiveness and efficiency,  these entities are viable. In case the decision to dispose is taken, please don't hand over these entities to the Chinese, empower Zimbabweans.",AMutsetse,i think on netone and telone  the government must just take serious steps to improve effectiveness and efficiency   these entities are viable  in case the decision to dispose is taken  please don t hand over these entities to the chinese  empower ans ,"['i', 'think', 'on', 'netone', 'and', 'telone', 'the', 'government', 'must', 'just', 'take', 'serious', 'steps', 'to', 'improve', 'effectiveness', 'and', 'efficiency', 'these', 'entities', 'are', 'viable', 'in', 'case', 'the', 'decision', 'to', 'dispose', 'is', 'taken', 'please', 'don', 't', 'hand', 'over', 'these', 'entities', 'to', 'the', 'chinese', 'empower', 'zimbabweans']",c,True,neutral
600,221,224,"As part of #Zimbabwe’s Public Enterprises Reforms, I have set deadlines for privatisation for under-performing State-Owned Enterprises (SOEs) and those earmarked for disposal — such as NetOne, TelOne and People’s Own Savings Bank (POSB). 

https://bit.ly/2PjV4EM ",MthuliNcube,as part of # s public enterprises reforms  i have set deadlines for privatisation for under performing state owned enterprises  soes  and those earmarked for disposal   such as netone  telone and people s own savings   posb      ,"['as', 'part', 'of', '#zimbabwe', 's', 'public', 'enterprises', 'reforms', 'i', 'have', 'set', 'deadlines', 'for', 'privatisation', 'for', 'under', 'performing', 'state', 'owned', 'enterprises', 'soes', 'and', 'those', 'earmarked', 'for', 'disposal', 'such', 'as', 'netone', 'telone', 'and', 'people', 's', 'own', 'savings', 'bank', 'posb']",c,True,neutral
281,28,71,Even Econet Zimbabwe doesnt accept EcoCash payments in their shops. I am confused,KuleVeZaka,even econet  doesnt accept ecocash payments in their shops  i am confused,"['even', 'econet', 'zimbabwe', 'doesnt', 'accept', 'ecocash', 'payments', 'in', 'their', 'shops', 'i', 'am', 'confused']",e,True,neg
7,3,4,Buy Prince Dube Campaign...R30 Challenge...Lets play a part MaBosso Amahle....as you count the R30 and as you trasfer to ecocash or netone biller codes nangu u Cde Mnangagwa saying something about the transfer charges... https://www.facebook.com/nodumo.nyathi/videos/10217952478063288/ …,notsonline,buy prince dube campaign   r   challenge   lets play a part mabosso amahle    as you count the r   and as you trasfer to ecocash or netone biller codes nangu u cde mnangagwa saying something about the transfer charges      ,"['buy', 'prince', 'dube', 'campaign', 'r', 'challenge', 'lets', 'play', 'a', 'part', 'mabosso', 'amahle', 'as', 'you', 'count', 'the', 'r', 'and', 'as', 'you', 'trasfer', 'to', 'ecocash', 'or', 'netone', 'biller', 'codes', 'nangu', 'u', 'cde', 'mnangagwa', 'saying', 'something', 'about', 'the', 'transfer', 'charges']",e,True,neutral
281,30,74,Econet Zimbabwe hamuchabvume Ecocash purchases in your store? ,tarisai_tara,econet  hamuchabvume ecocash purchases in your store  ,"['econet', 'zimbabwe', 'hamuchabvume', 'ecocash', 'purchases', 'in', 'your', 'store']",e,True,neutral
154,23,14,So the Econet bundle can no longer send or download pictures? I feel for those in long distance relationships. If you know you know!!,KudaZvinhu,so the econet  can no longer send or download pictures  i feel for those in long distance relationships  if you know you know  ,"['so', 'the', 'econet', 'bundle', 'can', 'no', 'longer', 'send', 'or', 'download', 'pictures', 'i', 'feel', 'for', 'those', 'in', 'long', 'distance', 'relationships', 'if', 'you', 'know', 'you', 'know']",e,True,neg
20,1,5,Given how Econet has locked out competitors from USSD the move may inadvertently expose it. Whatever USSD terms Econet would extend to Ecocash would be demanded by competitors.,EdmundKudzayi,given how econet has locked out competitors from ussd the move may inadvertently expose it  whatever ussd terms econet would extend to ecocash would be demanded by competitors ,"['given', 'how', 'econet', 'has', 'locked', 'out', 'competitors', 'from', 'ussd', 'the', 'move', 'may', 'inadvertently', 'expose', 'it', 'whatever', 'ussd', 'terms', 'econet', 'would', 'extend', 'to', 'ecocash', 'would', 'be', 'demanded', 'by', 'competitors']",e,True,neutral
105,27,11,Econet ikundiitisa I cannot even send an image or upload anything on my status … ma audio acho handichatotaure ka … this is not ok aah… I feel robbed,TinoNicoleM,econet ikundiitisa i cannot even send an image or upload anything on my status   ma audio acho handichatotaure ka   this is not ok aah  i feel robbed,"['econet', 'ikundiitisa', 'i', 'cannot', 'even', 'send', 'an', 'image', 'or', 'upload', 'anything', 'on', 'my', 'status', 'ma', 'audio', 'acho', 'handichatotaure', 'ka', 'this', 'is', 'not', 'ok', 'aah', 'i', 'feel', 'robbed']",e,True,neg
10,0,7,How Zimbabwe’s Econet life plans to help tackle financial inclusion in Africa https://bit.ly/2QwytVD ,cnbcafrica,how  s econet life plans to help tackle financial inclusion in africa  ,"['how', 'zimbabwe', 's', 'econet', 'life', 'plans', 'to', 'help', 'tackle', 'financial', 'inclusion', 'in', 'africa']",e,True,neutral
15,4,8,"$500 billion econet airtime 

#Zimbabwepic.twitter.com/7bfdw5v9jD",povozim,     billion econet airtime   #,"['billion', 'econet', 'airtime', '#zimbabwe']",e,True,neutral
23,2,5,"Econet is a big data company. They know who we call, who we text , how much money we have and send with their bank and Ecocash. They know monitored what we watch kwese and our internet history through liquid/Zol/4G. They are the only company that knows where the $15Billion is.",begottensun,econet is a big data company  they know who we call  who we text   how much money we have and send with their  and ecocash  they know monitored what we watch kwese and our internet history through liquid zol  g  they are the only company that knows where the    billion is ,"['econet', 'is', 'a', 'big', 'data', 'company', 'they', 'know', 'who', 'we', 'call', 'who', 'we', 'text', 'how', 'much', 'money', 'we', 'have', 'and', 'send', 'with', 'their', 'bank', 'and', 'ecocash', 'they', 'know', 'monitored', 'what', 'we', 'watch', 'kwese', 'and', 'our', 'internet', 'history', 'through', 'liquid', 'zol', 'g', 'they', 'are', 'the', 'only', 'company', 'that', 'knows', 'where', 'the', 'billion', 'is']",e,True,neutral
14,11,1,"Ok so l buy $5 econet airtime,  3seconds later my balance its $0.00  can someone balance me very quickly before l lose it cc @econetzimbabwe @Hlengiwe_Mt @samkebusiness",EmmaNxumalo,ok so l buy    econet airtime    seconds later my balance its        can someone balance me very quickly before l lose it cc  econet  hlengiwe mt  samkebusiness,"['ok', 'so', 'l', 'buy', 'econet', 'airtime', 'seconds', 'later', 'my', 'balance', 'its', 'can', 'someone', 'balance', 'me', 'very', 'quickly', 'before', 'l', 'lose', 'it', 'cc', 'econetzimbabwe', 'hlengiwe', 'mt', 'samkebusiness']",e,True,neg
222,35,55,#mayoral appeal. Mayor Gomba says Econet has adopted first street,cohsunshinecity,#mayoral appeal  mayor gomba says econet has adopted first street,"['#mayoral', 'appeal', 'mayor', 'gomba', 'says', 'econet', 'has', 'adopted', 'first', 'street']",e,True,neutral
37,2,8,"At AMH Business Breakfast I learned of http://www.cumii.net  a subsidery of @econetzimbabwe also learned about http://www.technites.com/ , another Econet Sub... doing incredible things in Tech, Health and the Urber for Skilled workers. WOW #investinzim",begottensun,at amh business breakfast i learned of   a subsidery of  econet also learned about    another econet sub    doing incredible things in tech  health and the urber for skilled workers  wow #investinzim,"['at', 'amh', 'business', 'breakfast', 'i', 'learned', 'of', 'a', 'subsidery', 'of', 'econetzimbabwe', 'also', 'learned', 'about', 'another', 'econet', 'sub', 'doing', 'incredible', 'things', 'in', 'tech', 'health', 'and', 'the', 'urber', 'for', 'skilled', 'workers', 'wow', '#investinzim']",e,True,neutral
45,14,44,"$15 just to move money from my bank to my ecocash, then another $13 to send that $500 to someone...$28 charges ($20 to govt, $5 to Stanbic & $3 to Econet,  for that same $500, what madness?!  @MthuliNcube @GGuvamatanga @ReserveBankZIM @FinanceZim @Busisa74pic.twitter.com/9J2DpAerrV",YanFaan,    just to move money from my  to my ecocash  then another     to send that      to someone       charges      to govt     to stanbic      to econet   for that same       what madness     mthulincube  gguvamatanga  reservezim  financezim  busisa  ,"['just', 'to', 'move', 'money', 'from', 'my', 'bank', 'to', 'my', 'ecocash', 'then', 'another', 'to', 'send', 'that', 'to', 'someone', 'charges', 'to', 'govt', 'to', 'stanbic', 'to', 'econet', 'for', 'that', 'same', 'what', 'madness', 'mthulincube', 'gguvamatanga', 'reservebankzim', 'financezim', 'busisa']",e,True,neutral
25,1,9,It's hard to be famous on Twitter with this econet bundle that doesn't show images ,BabaZimbabwe,it s hard to be famous on  with this econet  that doesn t show images ,"['it', 's', 'hard', 'to', 'be', 'famous', 'on', 'with', 'this', 'econet', 'bundle', 'that', 'doesn', 't', 'show', 'images']",e,True,neg
31,4,2,I'll rather be broke by spending lots of money on data than use Econet Twitter. Shit's abusive man,HillaryTakudzwa,i ll rather be broke by spending lots of money on data than use econet   shit s abusive man,"['i', 'll', 'rather', 'be', 'broke', 'by', 'spending', 'lots', 'of', 'money', 'on', 'data', 'than', 'use', 'econet', 'shit', 's', 'abusive', 'man']",e,True,neg
24,0,23,Let your loved ones send you money from the UK via Cassava remit and cash out from any Econet shop below. @EcoCashZW @econetzimbabwe @NdoroShaz @gamuposahpic.twitter.com/7XX6DOQ21J,ojayie12,let your loved ones send you money from the uk via cassava remit and cash out from any econet  below   ecocashzw  econet  ndoroshaz  gamuposah,"['let', 'your', 'loved', 'ones', 'send', 'you', 'money', 'from', 'the', 'uk', 'via', 'cassava', 'remit', 'and', 'cash', 'out', 'from', 'any', 'econet', 'shop', 'below', 'ecocashzw', 'econetzimbabwe', 'ndoroshaz', 'gamuposah']",e,True,neutral
91,7,14,"One guy right now is promising someone's innocent daughter a ""Big Wedding""  while he is still owing Econet,  0.50c ",Treybanks00,one guy right now is promising someone s innocent daughter a  big wedding   while he is still owing econet       c ,"['one', 'guy', 'right', 'now', 'is', 'promising', 'someone', 's', 'innocent', 'daughter', 'a', 'big', 'wedding', 'while', 'he', 'is', 'still', 'owing', 'econet', 'c']",e,True,neutral
13,8,5,"""EcoCash Update: Send money to your loved ones in Zim and they will get 7% more and cash out is GUARANTEED in USD at Econet Shops in Zim. Stop 2 opt out.""
The reason I send money home using official channels. This encourages use of official channels. @bbmhlanga @RMajongwe",kmugova, ecocash update  send money to your loved ones in  and they will get    more and cash out is guaranteed in usd at econet shops in   stop   opt out   the reason i send money home using official channels  this encourages use of official channels   bbmhlanga  rmajongwe,"['ecocash', 'update', 'send', 'money', 'to', 'your', 'loved', 'ones', 'in', 'zim', 'and', 'they', 'will', 'get', 'more', 'and', 'cash', 'out', 'is', 'guaranteed', 'in', 'usd', 'at', 'econet', 'shops', 'in', 'zim', 'stop', 'opt', 'out', 'the', 'reason', 'i', 'send', 'money', 'home', 'using', 'official', 'channels', 'this', 'encourages', 'use', 'of', 'official', 'channels', 'bbmhlanga', 'rmajongwe']",e,True,neutral
301,23,44,"Econet Twitter bundle is too much 
I post a pic i can't see 
But expect the rest of the people to see it ",Queen_Mamo25,econet   is too much  i post a pic i can t see  but expect the rest of the people to see it ,"['econet', 'bundle', 'is', 'too', 'much', 'i', 'post', 'a', 'pic', 'i', 'can', 't', 'see', 'but', 'expect', 'the', 'rest', 'of', 'the', 'people', 'to', 'see', 'it']",e,True,neg
26,7,4,Asi urikushandisa bundle re Econet? The picture clearly shows a drum inside the car and the fuel pump nozzle going into that drum. There is no jerrycan in that picture,larry_moyo,asi urikushandisa   econet  the picture clearly shows a drum inside the car and the fuel pump nozzle going into that drum  there is no jerrycan in that picture,"['asi', 'urikushandisa', 'bundle', 're', 'econet', 'the', 'picture', 'clearly', 'shows', 'a', 'drum', 'inside', 'the', 'car', 'and', 'the', 'fuel', 'pump', 'nozzle', 'going', 'into', 'that', 'drum', 'there', 'is', 'no', 'jerrycan', 'in', 'that', 'picture']",e,True,neg
25,5,2,Muri sei pano ndambenge ndisiri pasosho media was deep in the rural surprised kuchine dzimwe nzvimbo dzisingabate network muZim apa the place is just 35km away from Kadoma only Netone works and unotoenda pachuru!!!,maxtandi,muri sei pano ndambenge ndisiri pasosho  was deep in the rural surprised kuchine dzimwe nzvimbo dzisingabate network muzim apa the place is just   km away from kadoma only netone works and unotoenda pachuru   ,"['muri', 'sei', 'pano', 'ndambenge', 'ndisiri', 'pasosho', 'media', 'was', 'deep', 'in', 'the', 'rural', 'surprised', 'kuchine', 'dzimwe', 'nzvimbo', 'dzisingabate', 'network', 'muzim', 'apa', 'the', 'place', 'is', 'just', 'km', 'away', 'from', 'kadoma', 'only', 'netone', 'works', 'and', 'unotoenda', 'pachuru']",c,True,neutral
31,1,4,"I opened Instagram by mistake and closed it quickly, econet sent me an sms  “ Dear customer, be careful “

",Davynewboi,i opened instagram by mistake and closed it quickly  econet sent me an sms    dear customer  be careful    ,"['i', 'opened', 'instagram', 'by', 'mistake', 'and', 'closed', 'it', 'quickly', 'econet', 'sent', 'me', 'an', 'sms', 'dear', 'customer', 'be', 'careful']",e,True,neg
38,2,9,"8/
Its now cheaper for a Zambian going to Mzansi to buy enough fuel to get to Zim, buy an Econet sim card for 50 cents, register for Ecocash, sell US$50, get $110 & get yo 80-litre tank full. He wont buy petrol in SA, he will fill up his tank again in Zim on his way back home.",myzimbabwenews,   its now cheaper for a zambian going to mzansi to buy enough fuel to get to   buy an econet sim card for    cents  register for ecocash  sell us     get        get yo    litre tank full  he wont buy petrol in sa  he will fill up his tank again in  on his way back home ,"['its', 'now', 'cheaper', 'for', 'a', 'zambian', 'going', 'to', 'mzansi', 'to', 'buy', 'enough', 'fuel', 'to', 'get', 'to', 'zim', 'buy', 'an', 'econet', 'sim', 'card', 'for', 'cents', 'register', 'for', 'ecocash', 'sell', 'us', 'get', 'get', 'yo', 'litre', 'tank', 'full', 'he', 'wont', 'buy', 'petrol', 'in', 'sa', 'he', 'will', 'fill', 'up', 'his', 'tank', 'again', 'in', 'zim', 'on', 'his', 'way', 'back', 'home']",e,True,neutral
37,3,8,"The winning Team!!! Masvingo Econet staff celebrating after crowned the Best Commercial Exhibitor at the just ended Masvingo Agric Show. @krison_chirairo @Evekanez
#leading the pack! #20yearspic.twitter.com/D2wQ9lc9w7",MtisiEdmore,the winning team    masvingo econet staff celebrating after crowned the best commercial exhibitor at the just ended masvingo agric show   krison chirairo  evekanez #leading the pack  #  years,"['the', 'winning', 'team', 'masvingo', 'econet', 'staff', 'celebrating', 'after', 'crowned', 'the', 'best', 'commercial', 'exhibitor', 'at', 'the', 'just', 'ended', 'masvingo', 'agric', 'show', 'krison', 'chirairo', 'evekanez', '#leading', 'the', 'pack', '#', 'years']",e,True,neutral
39,1,0,I want to go Platinum (the Econet way ) ,King_Nat__,i want to  platinum  the econet way   ,"['i', 'want', 'to', 'go', 'platinum', 'the', 'econet', 'way']",e,True,neg
13,0,10,"Select Menu --> Live --> ZBC .Don't miss a News Update! Dial *143# & purchase a daily, weekly or monthly Kwese @iflixZW Bundle or stream for FREE at any Econet Wi-Fi Zone.@263Chat @econetzimbabwe @StarfmZimbabwepic.twitter.com/T4t1srFfKq",jiantloaded,select menu     live     zbc  don t miss a news update  dial     #   purchase a daily  weekly or monthly kwese  iflixzw  or stream for free at any econet wi fi zone     chat  econet  starfm,"['select', 'menu', 'live', 'zbc', 'don', 't', 'miss', 'a', 'news', 'update', 'dial', '#', 'purchase', 'a', 'daily', 'weekly', 'or', 'monthly', 'kwese', 'iflixzw', 'bundle', 'or', 'stream', 'for', 'free', 'at', 'any', 'econet', 'wi', 'fi', 'zone', 'chat', 'econetzimbabwe', 'starfmzimbabwe']",e,True,neutral
10,0,3,"Tomorrow all roads lead to the National Sports Stadium, get your Netone Line today and register on @OneMoneyZw for free  #FillUpNationalSportspic.twitter.com/v4J6tEH1b8",tonganaiw,tomorrow all roads lead to the national sports stadium  get your netone line today and register on  onemoneyzw for free  #fillupnationalsports,"['tomorrow', 'all', 'roads', 'lead', 'to', 'the', 'national', 'sports', 'stadium', 'get', 'your', 'netone', 'line', 'today', 'and', 'register', 'on', 'onemoneyzw', 'for', 'free', '#fillupnationalsports']",c,True,neutral
20,0,7,"Its now or never!Get a NetOne SIM card, register on OneMoney and watch the battle of OneFusion @1/2 price!https://twitter.com/NetOneCellular/status/1045893958788878337 …",muchagove,its now or never get a netone sim card  register on onemoney and watch the battle of onefusion      price   ,"['its', 'now', 'or', 'never', 'get', 'a', 'netone', 'sim', 'card', 'register', 'on', 'onemoney', 'and', 'watch', 'the', 'battle', 'of', 'onefusion', 'price']",c,True,neg
12,1,4,Steward Bank Zimbabwe hosting Zimbabweans in DC #SquareworldUSA @DrMambondiani @stewardbank pic.twitter.com/kiFUdrPNyq,sputnik7710,steward   hosting ans in dc #squareworldusa  drmambondiani  steward ,"['steward', 'bank', 'zimbabwe', 'hosting', 'zimbabweans', 'in', 'dc', '#squareworldusa', 'drmambondiani', 'stewardbank']",e,True,neutral
15,0,3,About to MC the Steward bank launch of a very convenient app called the Square app happening in Washington DC at the Double tree by the Hilton.. @DrMambondiani @stewardbank pic.twitter.com/1KcqLedrmT,MaimbaMapuranga,about to mc the steward  launch of a very convenient app called the square app happening in washington dc at the double tree by the hilton    drmambondiani  steward ,"['about', 'to', 'mc', 'the', 'steward', 'bank', 'launch', 'of', 'a', 'very', 'convenient', 'app', 'called', 'the', 'square', 'app', 'happening', 'in', 'washington', 'dc', 'at', 'the', 'double', 'tree', 'by', 'the', 'hilton', 'drmambondiani', 'stewardbank']",e,True,neutral
23,0,15,"Econet Wireless is to separate its financial technology operations, such as EcoCash (and possibly Steward Bank), and list them on the stock exchange as a separate company. 
In the year to Feb 2018, fintech accounted for 30% of Econet’s revenues. pic.twitter.com/hH2IVaOih7",newswireZW,econet  is to separate its financial technology operations  such as ecocash  and possibly steward    and list them on the stock exchange as a separate company   in the year to feb       fintech accounted for     of econet s revenues  ,"['econet', 'wireless', 'is', 'to', 'separate', 'its', 'financial', 'technology', 'operations', 'such', 'as', 'ecocash', 'and', 'possibly', 'steward', 'bank', 'and', 'list', 'them', 'on', 'the', 'stock', 'exchange', 'as', 'a', 'separate', 'company', 'in', 'the', 'year', 'to', 'feb', 'fintech', 'accounted', 'for', 'of', 'econet', 's', 'revenues']",e,True,neutral
9,1,0,I'll just pretend I'm on Econet twitter and I didn't see this https://twitter.com/Nagey8/status/1045220634492645376 …,i_am_muenashe,i ll just pretend i m on econet  and i didn t see this   ,"['i', 'll', 'just', 'pretend', 'i', 'm', 'on', 'econet', 'and', 'i', 'didn', 't', 'see', 'this']",e,True,neg
24,7,2,"i cant see the pics because econet bundles lol...my own is not homophobia...my shock is why the homosexuals find the need to be recognised and given some sort of rights and legality...yes we have adulterers, fornicators, murderers, thieves, but you never hear",fifie_edwards,i cant see the pics because econet s lol   my own is not homophobia   my shock is why the homosexuals find the need to be recognised and given some sort of rights and legality   yes we have adulterers  fornicators  murderers  thieves  but you never hear,"['i', 'cant', 'see', 'the', 'pics', 'because', 'econet', 'bundles', 'lol', 'my', 'own', 'is', 'not', 'homophobia', 'my', 'shock', 'is', 'why', 'the', 'homosexuals', 'find', 'the', 'need', 'to', 'be', 'recognised', 'and', 'given', 'some', 'sort', 'of', 'rights', 'and', 'legality', 'yes', 'we', 'have', 'adulterers', 'fornicators', 'murderers', 'thieves', 'but', 'you', 'never', 'hear']",e,True,neg
15,2,1,"*One guy right now is promising someone's innocent daughter a ""Big Wedding""  while he is still owing Econet 0.50c*
",obbie_bee, one guy right now is promising someone s innocent daughter a  big wedding   while he is still owing econet     c  ,"['one', 'guy', 'right', 'now', 'is', 'promising', 'someone', 's', 'innocent', 'daughter', 'a', 'big', 'wedding', 'while', 'he', 'is', 'still', 'owing', 'econet', 'c']",e,True,neutral
97,20,35,"Toll free numbers :
Econet 08084331
Telone 08004331
Telecel 073204331
Whatsapp 0772459569
Skype Murewa rural district council
Facebook murewa rural district council",MurewaRdc,toll free numbers   econet          telone          telecel           whatsapp            skype murewa rural district council facebook murewa rural district council,"['toll', 'free', 'numbers', 'econet', 'telone', 'telecel', 'whatsapp', 'skype', 'murewa', 'rural', 'district', 'council', 'facebook', 'murewa', 'rural', 'district', 'council']",ec,True,neutral
719,50,148,Today Harare Mayor Gomba received the Econet CEO at town house with the liquid MD who are willing to replace problematic sewer and water pipes in glen view and Budiriro.They also offered to help in refuse removal and refurbishment of the first street. #servicedeliveryisaprioritypic.twitter.com/t3dbuw1kFW,Chamisa2018,today harare mayor gomba received the econet ceo at town house with the liquid md who are willing to replace problematic sewer and water pipes in glen view and budiriro they also offered to help in refuse removal and refurbishment of the first street  #servicedeliveryisapriority,"['today', 'harare', 'mayor', 'gomba', 'received', 'the', 'econet', 'ceo', 'at', 'town', 'house', 'with', 'the', 'liquid', 'md', 'who', 'are', 'willing', 'to', 'replace', 'problematic', 'sewer', 'and', 'water', 'pipes', 'in', 'glen', 'view', 'and', 'budiriro', 'they', 'also', 'offered', 'to', 'help', 'in', 'refuse', 'removal', 'and', 'refurbishment', 'of', 'the', 'first', 'street', '#servicedeliveryisapriority']",e,True,neutral
12,0,4,"@stewardbank has injected $250 million towards a #Solar project as part of its efforts of ensuring the country reduces its dependency on the electric grid. @econetzimbabwe @DrMambondiani @BizTechHub #ZIMBABWE #263Chat #Banking #bank
https://innovation-village.com/steward-bank-invests-250million-into-solar-project/ … via @Archiemoyo",TMMutisi, steward has injected      million towards a #solar project as part of its efforts of ensuring the country reduces its dependency on the electric grid   econet  drmambondiani  biztechhub # #   chat #ing #    via  archiemoyo,"['stewardbank', 'has', 'injected', 'million', 'towards', 'a', '#solar', 'project', 'as', 'part', 'of', 'its', 'efforts', 'of', 'ensuring', 'the', 'country', 'reduces', 'its', 'dependency', 'on', 'the', 'electric', 'grid', 'econetzimbabwe', 'drmambondiani', 'biztechhub', '#zimbabwe', '#', 'chat', '#banking', '#bank', 'via', 'archiemoyo']",e,True,neutral
24,1,10,Y’all really don’t know how to act with them econet twitter bundles innit ? https://twitter.com/Les_Zaggy/status/1042670465616162817 …,StevTre,y all really don t know how to act with them econet  s innit     ,"['y', 'all', 'really', 'don', 't', 'know', 'how', 'to', 'act', 'with', 'them', 'econet', 'bundles', 'innit']",e,True,neg
127,9,35,"Skye bank be changing name like econet. 2000 kids won’t understand.. anyways, Polaris customers, how una dey? ",ife_luv12,skye  be changing name like econet       kids won t understand   anyways  polaris customers  how una dey  ,"['skye', 'bank', 'be', 'changing', 'name', 'like', 'econet', 'kids', 'won', 't', 'understand', 'anyways', 'polaris', 'customers', 'how', 'una', 'dey']",e,True,neutral
61,8,2,"Had a successful public lecture at NUST, with the theme MINDSET IS EVERYTHING...
thanks to the NUST millennial club and @stewardbank for organising the Lecture.
#millennialbanking #beabosssomewhere
#attitudeiseverythingpic.twitter.com/dGGxRyfH5c",MudiwaHood,had a successful public lecture at nust  with the theme mindset is everything    thanks to the nust millennial club and  steward for organising the lecture  #millennialing #beabosssomewhere #attitudeiseverything,"['had', 'a', 'successful', 'public', 'lecture', 'at', 'nust', 'with', 'the', 'theme', 'mindset', 'is', 'everything', 'thanks', 'to', 'the', 'nust', 'millennial', 'club', 'and', 'stewardbank', 'for', 'organising', 'the', 'lecture', '#millennialbanking', '#beabosssomewhere', '#attitudeiseverything']",e,True,neutral
20,5,12,"State-owned mobile network operator NetOne swung to profitability in the eight months to August 31, 2018, as profit rose 105 percent in the prior comparable period. https://www.herald.co.zw/netone-swings-to-profitability/ … @caesarzvayi @Michellehakata @TafadzwaMugwadi @MoICED_ @NetOneCellular @manoc9",HeraldZimbabwe,state owned mobile network operator netone swung to profitability in the eight months to august           as profit rose     percent in the prior comparable period      caesarzvayi  michellehakata  tafadzwamugwadi  moiced   netone  manoc ,"['state', 'owned', 'mobile', 'network', 'operator', 'netone', 'swung', 'to', 'profitability', 'in', 'the', 'eight', 'months', 'to', 'august', 'as', 'profit', 'rose', 'percent', 'in', 'the', 'prior', 'comparable', 'period', 'caesarzvayi', 'michellehakata', 'tafadzwamugwadi', 'moiced', 'netonecellular', 'manoc']",c,True,neutral
56,4,29,Read the story of Teresa Mbagaya. Isn't she is incredible? Yale - Google - Econet - Microsoft - Omidyar Network. Also runs a foundation that pays tuition for 250+ students in Bungoma. #Top40Under40Kepic.twitter.com/wqcQZNp3xZ,njooro,read the story of teresa mbagaya  isn t she is incredible  yale   google   econet   microsoft   omidyar network  also runs a foundation that pays tuition for      students in bungoma  #top  under  ke,"['read', 'the', 'story', 'of', 'teresa', 'mbagaya', 'isn', 't', 'she', 'is', 'incredible', 'yale', 'google', 'econet', 'microsoft', 'omidyar', 'network', 'also', 'runs', 'a', 'foundation', 'that', 'pays', 'tuition', 'for', 'students', 'in', 'bungoma', '#top', 'under', 'ke']",e,True,neutral
185,8,44,"My sister, if you like him just walk up to him and say it ...
Stop trying to send him signals.
Hausi Econet",mutogo_vee,my sister  if you like him just walk up to him and say it     stop trying to send him signals  hausi econet,"['my', 'sister', 'if', 'you', 'like', 'him', 'just', 'walk', 'up', 'to', 'him', 'and', 'say', 'it', 'stop', 'trying', 'to', 'send', 'him', 'signals', 'hausi', 'econet']",e,True,neutral
30,11,10,"AMH gets another licence as its broadcasting subsidiary, Heart & Soul, gets a content distribution licence. Recently AMH got a video-on-demand licence. Other companies to get such licences include Econet, TelOne, Zimpapers pic.twitter.com/tPoC3AzWoG",ZimMediaReview,amh gets another licence as its broadcasting subsidiary  heart   soul  gets a content distribution licence  recently amh got a video on demand licence  other companies to get such licences include econet  telone  zimpapers ,"['amh', 'gets', 'another', 'licence', 'as', 'its', 'broadcasting', 'subsidiary', 'heart', 'soul', 'gets', 'a', 'content', 'distribution', 'licence', 'recently', 'amh', 'got', 'a', 'video', 'on', 'demand', 'licence', 'other', 'companies', 'to', 'get', 'such', 'licences', 'include', 'econet', 'telone', 'zimpapers']",e,True,neutral
437,39,337,"There was a time we were paying for calls we didn't make on MTN and Econet. Now we pay for channels we don't watch on DSTV. Can't DSTV be stopped?
Should DSTV be bigger than us in our own country?? 
Can't we force DSTV to do what  is right and obtainable elsewhere??",Deji_OoniAbj,there was a time we were paying for calls we didn t make on mtn and econet  now we pay for channels we don t watch on dstv  can t dstv be stopped  should dstv be bigger than us in our own country    can t we force dstv to do what  is right and obtainable elsewhere  ,"['there', 'was', 'a', 'time', 'we', 'were', 'paying', 'for', 'calls', 'we', 'didn', 't', 'make', 'on', 'mtn', 'and', 'econet', 'now', 'we', 'pay', 'for', 'channels', 'we', 'don', 't', 'watch', 'on', 'dstv', 'can', 't', 'dstv', 'be', 'stopped', 'should', 'dstv', 'be', 'bigger', 'than', 'us', 'in', 'our', 'own', 'country', 'can', 't', 'we', 'force', 'dstv', 'to', 'do', 'what', 'is', 'right', 'and', 'obtainable', 'elsewhere']",e,True,neg
45,0,49,RT for awareness; Spread the word... #CholeraAwareness @econetzimbabwe @stewardbank @EcoCashZW @HigherLifeFDN @263Chatpic.twitter.com/D79DxWVGgx,FungaiMandiveyi, for awareness  spread the word    #choleraawareness  econet  steward  ecocashzw  higherlifefdn     chat,"['rt', 'for', 'awareness', 'spread', 'the', 'word', '#choleraawareness', 'econetzimbabwe', 'stewardbank', 'ecocashzw', 'higherlifefdn', 'chat']",e,True,neutral
43,3,6,"Lmao guy make i recharge my econet line, ehen that guy drink work for you?, e get this alex guy for this social media wey i no fit remember wey no gree follow me back",Mister_Judah,lmao guy make i recharge my econet line  ehen that guy drink work for you   e get this alex guy for this social  wey i no fit remember wey no gree follow me back,"['lmao', 'guy', 'make', 'i', 'recharge', 'my', 'econet', 'line', 'ehen', 'that', 'guy', 'drink', 'work', 'for', 'you', 'e', 'get', 'this', 'alex', 'guy', 'for', 'this', 'social', 'media', 'wey', 'i', 'no', 'fit', 'remember', 'wey', 'no', 'gree', 'follow', 'me', 'back']",e,True,neg
