,created_at,likes,replies,retweets,text,tweet_id,user_id,user_name,user_screen_name
1183,1539952270000.0,20,1,6,Setting the pace. Econet @ the Lake October golf tournament. @MatOphelia @ivy_ropah @LovemoreNyatsin @fayaz_king @promugayipic.twitter.com/IvwzqOUPbj,1053262277514838017,857886924857634818,Ashley Eve kudiwa,Evekanez
1184,1539920325000.0,5,1,2,Econet set to spin off Cassava to create Fintech giant - http://nehandaradio.com/2018/10/19/econet-set-to-spin-off-cassava-to-create-fintech-giant/ …pic.twitter.com/6VDgrjzvW7,1053128289508884480,29531790,Nehanda Radio,NehandaRadio
1185,1539912077000.0,4,0,1,"http://spiked.co.zw/winners-of-onemoney-fees-for-less-awarded/ … Yesterday NetOne gave various awards to two of the three schools which won the OneMoney Fees For Less Promotion.

The schools which were handed over prizes were Good Hope Junior School and Bridging The Gap Academy. pic.twitter.com/49A2fodC5F",1053093698303676417,2977765937,Byron Mutingwende,BAMutingwende
1186,1539844937000.0,7,0,6,"Calling the 111 Econet helpline is cool, but getting them to call you back is even better! Reduce your call waiting time by selecting the Call Back Assist option. Find out more info below: @econetzimbabwe @263Chat @StarfmZimbabwepic.twitter.com/gqiWSjj9qX",1052812091906650112,1412932304,The🆒loadedjiant,jiantloaded
1187,1539843756000.0,19,11,3,"Nhai @econet_support @econetzimbabwe do u ever listen to your clients. Its been 3 weeks and I can't download or upload 
1. Dp on WhatsApp
2. Voice Notes
3. PDFs
4. Pics on WhatsApp status.

PS . don't throw me that BS yekut which handset coz ndikaisa Netone/Telecel zvese zvoita",1052807138731577344,577453784,Factory Settings,KD3_16
1188,1539838070000.0,65,3,9,"I used to have a mentor from Econet, we didn’t even make it to having our first meeting. 

One day I’ll write about how very few women actually walk the talk with helping/mentoring other women. After that experience I realised that my own circle is made up of enough mentors.",1052783286869786626,725647917223170048,CdeNoChill,LindaKSibs
1189,1539837955000.0,7,0,5,"@stewardbank has been a faithfull supporter of @MSU_Hub from the beginning

They first came to the Hub when we were digging foundations in January and they are still with us now. #Loyalty

We are grateful for this support and look forward to greater collaborations in the futurehttps://twitter.com/DrMambondiani/status/1052592670303051776 …",1052782806512877569,1856931871,Saberstian🇿🇼,SaberstianZW
1190,1539834505000.0,54,6,32,"Top stories in @BusinessTimesZW today
-Find out what Mthuli negotiated for in Bali
-Vehicle scandal at ZCDC and Ministry of Mines.
-Telecel incurs heavy losses
-Afreximbank avails $80m Letters of Credit for fertiliser imports 

All this and more for $2 chete 
@MakichiTinashe",1052768334327021568,177147932,Happi Zengeni,happ_zenge
1191,1539795950000.0,174,8,44,Econet bundle Twitter will get the wrong idea from this caption https://twitter.com/mia_ntuli/status/1052487361437868032 …,1052606625104580608,422758044,Vimbainashe 🌹,_Vimzzzz
1192,1539793782000.0,22,1,5,"Econet!!
Inspired to test your patience

 pic.twitter.com/kyrkf7qex3",1052597530645553152,1553495862,Mac🇱🇸,_Mac_LS
1193,1539774894000.0,29,3,18,"Need to send your money back home? Send with Cassava Remit and you are guaranteed that your loved ones in Zimbabwe will receive USD cash! 
@stewardbank @econetzimbabwe @EcoCashZW
#stewardbank #econet #ecocash #zimbo #zimbos #home #zimbabwe #zimbabwean #Dollar #Cashpic.twitter.com/IOUY9dtIai",1052518308145192960,125973977,Cassava Remit,CassavaRemit
1194,1539755791000.0,95,3,22,"Thank you #FLOZIM @AuxiliaMnangagwa 4 visiting #GlenView & #Budiriro this week to support the #AriseandShine
#CleanUpCampaign sponsored by @Econet & @HigherLifeFDN. Kudos also goes to our dedicated #ThisIsMyHome volunteers #leadingbyexample #FightAgainstCholerapic.twitter.com/VHAItvLz75",1052438186759258114,580074345,HigherlifeFoundation,HigherLifeFDN
1195,1539712497000.0,264,9,17,"Econet + Zesa 
Same WhatsApp group 
If you know, you know ",1052256597538410496,860182729081618433,Dark_cloud🌫🌩,Queen_Mamo25
1196,1539687705000.0,68,7,15,"Consumers only say ""I hate you"" to the brands that they love.

Hi, my name is Tapiwa, and I'm in an abusive relationship with Econet Zimbabwe.",1052152614274695168,422591841,Tapiwanashe 🇿🇼,tapiwaDEMO
1197,1539679125000.0,19,4,5,"Data tarrifs are very high in Zim there is need to revise plus the Monopoly by econet of being the provider of mobile network .Let's have other players come in.
Revamp telone and let it provide fibre in home there is a lot of potential to raise revenue",1052116626156544000,365065700,Freedom #22,Tudez22
1198,1539671585000.0,33,6,8,"Before I complain about data & my other unhappiness with ICT, I would like to ask that Hon Hwende et al propose to the PORZ to give Econet and/or Strive a national award, Order of Munhumutapa for their role in driving inclusive banking & averting a national crisis through EcoCash",1052084998814265344,34308853,ZANDATOTO,xandatoto
1199,1539631425000.0,40,6,5,"Twimbos Awards would like to congratulate the following people for getting the prediction of the DRC/Zim game correct @Proudly_Tonga @Panashe58238618 @iamFyahLinx 
Please inbox @talentnyonie with your econet number to claim your prize .  Keep following our page for more goodies",1051916555594944512,955767584858804226,Twimbos Awards 🇿🇼,TwimbosAwards
1200,1539621751000.0,10,2,1,Oomf said she's using Econet Twitter but when I sent her my pic she told me you look handsome. What kinda witchcraft is this,1051875979667353600,947369480782524417,Layaan is the man🇿🇼,Zim_Men
1201,1539608975000.0,63,2,16,DAY 599 it does not take much to make a difference let's keep Bulawayo Clean #KeepBulawayoClean @CityofBulawayo @nustenactus @263Chat @TrevorNcube @Busisa74 @NyamuJim @SharonHoole @NetOneCellular @usembassyharare @euinzim @CBZHoldings @RModiByoSouth @WizBish @stewardbank @t1ndaZWpic.twitter.com/PeMyXWdtH8,1051822394191634433,898545061763350528,Tonderai Shoko,ShokoTonderai
1202,1539546075000.0,61,3,3,"Sliding into DMz with Econet Twitter must be considered a SUICIDE because you never know if a She is really a She, or a She is not He or a He is not a She...",1051558573015265281,774497353,Thanos' best friend,_Duncan_R
1203,1539521870000.0,13,0,4,"Team NetOne at the battle of the brands in support of @capsunitedfczw and @Dynamosfczw ! 
May the best team win.
@tonganaiw @muchagove @TateMakumboz @SportBriefZWpic.twitter.com/IFABJS6SxI",1051457048771289089,2269401481,NetOne Cellular,NetOneCellular
1204,1539518850000.0,63,2,3,"Econet twitter will have you liking people for who they are here, for their sense of humour or thoughtful insights not what they look like. With that said, but after that you see their avis you realize what you been missing, twimbo ladies are just snacks.",1051444384955289601,2695699363,Jughead🇿🇼,BlessingStylz
1205,1539493736000.0,25,4,9,"Data Must Fall
Data must Fall
@econet_support
@econetzimbabwe 
Please do explain these data bundles
Which bundle now allows one to update their status with pictures?
How long is you 'monthly' bundle
How do you define 'monthly ' 
Clarify on the above issues comrades!",1051339047912787968,2900388429,Shakespeares' Son,RealBeefactor
1206,1539438160000.0,35,18,22,"Afcon Qualifier DRC vs Zimbabwe

Like and Retweet this post to win

1st 10 correct predictions will receive airtime to any Econet number of their choice.

Winners will be announced on this page on Monday 

Who will prevail in this encounter ?",1051105943273005056,955767584858804226,Twimbos Awards 🇿🇼,TwimbosAwards
1207,1539435188000.0,16,0,8,"Zinara, NetOne boards dissolved https://bit.ly/2OnOSPG ",1051093479215046656,1441045723,Financial Gazette,FingazLive
1208,1539433750000.0,26,4,6,We need justification from econet Zim on why mobile data meant for seven days is only lasting three days. Summon the officials to explain this verbally in parly. All consumers I regardless of affiliation deserves fair treatment on prizing of goods & services @HwendeChalton .,1051087448145633280,996855447578701824,Henry,Henry51955583
1209,1539432132000.0,25,0,9,About to hit the court with the King of Execution #Econet@20 @LovemoreNyatsin @SheppyGands @fayaz_kingpic.twitter.com/TNxioNa5Om,1051080662772527104,3851066849,Michael Munawa,MichaelMunawa
1210,1539430904000.0,32,5,1,"He's using #Econet Twitter, it shows texts only, he won't see any pictures.",1051075509118005248,803248784,Sly and 94 Others,__Destro_
1211,1539428901000.0,55,2,16,"The following areas have NetOne water tanks installed and clean water is delivered and can be accessed daily
-Budiriro5 Satellite Clinic
-Budiriro 1 Primary School
-St Faiths Anglican Budiriro 2
-Mbare Matapi Police
-Assemblies of God Budiriro 5B
-Budiriro 2 Secondary School pic.twitter.com/CUwOYsD9uk",1051067107939704836,2269401481,NetOne Cellular,NetOneCellular
1212,1539423569000.0,23,0,3,The journey by His Grace #Econet@20 celebrations #EconetZimbabwe @fayaz_king @emiliachisango @elevateyouthzw @econetzimbabwepic.twitter.com/QTFXfO98j8,1051044747031302144,332862278,Mellany Msengezi Mariri,melmudiwa
1213,1539422814000.0,24,6,9,"Dear Telecash Customer. 

Please note that effective 13/10/2018, all applicable transactions above $10 dollars now attract 2% Gvt tax. However all our tariffs remain unchanged.",1051041577714495488,271313631,Telecel Zimbabwe,Telecel_Zim
1214,1539418707000.0,24,0,5,#Econet@20 celebrations happening now. @emiliachisango @fayaz_king @elevateyouthzw @LovemoreNyatsin only his Grace brought us this far.pic.twitter.com/EZklYClFMF,1051024354950172672,332862278,Mellany Msengezi Mariri,melmudiwa
1215,1539415822000.0,34,0,1,"Am I the only one who imagines varume vane mahovoros ane grease nemaspanner whenever Econet says ""Our technicians are working on solving the problem"".",1051012252076298240,966380898483515392,Tashboy🍼 69_🇿🇼,tashboy01
1216,1539414027000.0,17,5,4,Start the weekend on a positive note by seeing any form of rejection as redirection...pic.twitter.com/Ho4W1sLZ7S,1051004722235301888,271313631,Telecel Zimbabwe,Telecel_Zim
1217,1539358864000.0,10,2,1,Econet's weekly bundle should change its name to Econet Zec Bundle they are both equally useless and are bad at math you will receive your bundle is depleted right after recharging. Then the other couldn't use excel to count votes pic.twitter.com/PfW971EGBs,1050773351709503488,1335912210,T R I F O R D,trifordk18
1218,1539342835000.0,48,2,5,How come my monthly bundles finish in two days? @econet_support,1050706124322816000,780764556058505216,Killmonger’s Baby Mama.,nubianxdeusa
1219,1539342383000.0,15,2,2,I think econet has it's own separate idea about what LTE is,1050704227985760256,245714643,ndevuzithintamankomitsho,tjeninleya
1220,1539207451000.0,12,3,1,We all complain about Econet but the truth is we'll never change networks pic.twitter.com/LvBtahmDoR,1050138282410033152,909513336747896833,Sunflower 🌻,HerTashness
1221,1539196507000.0,25,3,1,"Had a successful sold out @stewardbank and @BankSteward public lecture at Chinhoyi University today...@ChinhoyiCUT Millennial Club thank you for hosting us.
#millennialbanking #mindsetiseverything
If you fail to plan, you are planning to fail!!pic.twitter.com/S7rWH3otmx",1050092379867242496,393302483,MUDIWA,MudiwaHood
1222,1539181497000.0,9,0,3,"LEADING BY EXAMPLE...Clean Up Campaign in Glen View
Econet Zimbabwe
The Herald-Zimbabwe
#StopCholeraNow
#ArisenShine https://www.facebook.com/263Chat/videos/692664037799012/ …",1050029424240922625,892792496,263Chat 🇿🇼,263Chat
1223,1539167262000.0,27,0,31, It takes a village to raise a child #ArisenShine Free Cholera vaccinations underway at Tichagarika Shops in Glenview #Harare @econetzimbabwe @HigherLifeFDN @stewardbank @fayaz_king @Otis_Makpic.twitter.com/m96Rj9eynP,1049969715014246400,1059727735,Gamuchirai,gamuposah
1224,1539146783000.0,138,5,9,"I have data today, Im seeing all these beautiful ladies on my TL and all along I thought they were dudes.......... Econet I hate u",1049883821641007109,855743713506725889,Lyton🍼,Lyton_C
1225,1539111918000.0,26,1,12,"""At this rate Econet will stop accepting Ecocash."" ",1049737588163178496,19226442,ooeygooey,ooeygooey
1226,1539064358000.0,39,5,2,Never assume someone cares about you simply because he/she calls you on a daily basis. Sometimes people call you when they are bored or when they want to finish their BONUS Airtime that's expiring soon..Netone users am i making sense ,1049538105261391872,1012059192771928064,Lord Tyrion ✴️ of House Lannister 😎,SeanTatendaM
1227,1539063498000.0,13,3,2,"@econetzimbabwe, @Telecel_Zim @TelOneZW have you heard: shortages are making people create app groups to share where things are available... why are you not taking advantage of this to introduce a telegram bundle knowing Telegram groups take on more people??pic.twitter.com/ykrJwtJOtj",1049534497388195840,82800626,Techzim,Techzim
1228,1539059804000.0,13,0,6,"NetOne Gains 93% On Mobile Money Users Industrial statistics released by the Postal and Telecommunications Regulatory Authority of #Zimbabwe (Potraz) have revealed that state owned mobile network operator, NetOne has reali... https://263chat.com/netone-gains-93-on-mobile-money-users/ … via @263Chat #Africa #263Chatpic.twitter.com/YQ5rsZ0uht",1049519006632292352,892792496,263Chat 🇿🇼,263Chat
1229,1539059096000.0,30,2,2,"Agony is when you finally find a pharmacy which accepts $25 ecocash for morning after pills then you do short code because its the last packet and get this message

""Thank you for donating towards the Cholera fund. 
Econet wireless, inspired to change your world""",1049516035311833088,3306806763,The Gun Slinger,__Gun_Slinger__
1230,1539053119000.0,40,4,2,"I think on netone and telone, the government must just take serious steps to improve effectiveness and efficiency,  these entities are viable. In case the decision to dispose is taken, please don't hand over these entities to the Chinese, empower Zimbabweans.",1049490966036578304,939087212188233728,Anderson Mutsetse,AMutsetse
1231,1539050019000.0,600,221,224,"As part of #Zimbabwe’s Public Enterprises Reforms, I have set deadlines for privatisation for under-performing State-Owned Enterprises (SOEs) and those earmarked for disposal — such as NetOne, TelOne and People’s Own Savings Bank (POSB). 

https://bit.ly/2PjV4EM ",1049477965086695424,259214687,Prof. Mthuli Ncube,MthuliNcube
1232,1539015166000.0,281,28,71,Even Econet Zimbabwe doesnt accept EcoCash payments in their shops. I am confused,1049331781265215489,147634118,📷CooLe📸,KuleVeZaka
1233,1539014356000.0,42,2,17,DAY 592 it does not take much to make a difference let's keep in Bulawayo Clean #KeepBulawayoClean @CityofBulawayo @Busisa74 @TrevorNcube @RModiByoSouth @NicolaWatson13 @NMBBankZim @stewardbank @NetOneCellular @WizBish @nustenactus @sibanda_tobias1 @ZtaUpdates @usembassyhararepic.twitter.com/DG7CajfyxJ,1049328383769890816,898545061763350528,Tonderai Shoko,ShokoTonderai
1234,1539011981000.0,39,4,4,"Mindset IS Everything
This will be the theme for our @stewardbank millennial club public lecture at CUT in the Lecture Theatre.
"" Sometimes whats holding you back is all in your head"" pic.twitter.com/DQ3swFdgYf",1049318418766286849,393302483,MUDIWA,MudiwaHood
1235,1539007789000.0,7,3,4,Buy Prince Dube Campaign...R30 Challenge...Lets play a part MaBosso Amahle....as you count the R30 and as you trasfer to ecocash or netone biller codes nangu u Cde Mnangagwa saying something about the transfer charges... https://www.facebook.com/nodumo.nyathi/videos/10217952478063288/ …,1049300839356162048,937293391242678272,Nodumo Nyathi,notsonline
1236,1538994927000.0,281,30,74,Econet Zimbabwe hamuchabvume Ecocash purchases in your store? ,1049246890515222533,411554083,Tarisai Tara,tarisai_tara
1237,1538981928000.0,154,23,14,So the Econet bundle can no longer send or download pictures? I feel for those in long distance relationships. If you know you know!!,1049192371131506689,1021015480834895873,Boss Finhu😂,KudaZvinhu
1238,1538948726000.0,20,1,5,Given how Econet has locked out competitors from USSD the move may inadvertently expose it. Whatever USSD terms Econet would extend to Ecocash would be demanded by competitors.,1049053110952497153,1128739634,Edmund Kudzayi,EdmundKudzayi
1239,1538938679000.0,105,27,11,Econet ikundiitisa I cannot even send an image or upload anything on my status … ma audio acho handichatotaure ka … this is not ok aah… I feel robbed,1049010968733396992,972877235651825665,SheWhoBelieves💫 🇿🇼,TinoNicoleM
1240,1538934810000.0,21,2,0,"I just spent  a full 1 minute scrolling and selecting and following each and every one of you. ...using econet bundles. 

Ifb",1048994742053294080,501638736,Fia,sofiasaungweme
1241,1538915402000.0,10,0,7,How Zimbabwe’s Econet life plans to help tackle financial inclusion in Africa https://bit.ly/2QwytVD ,1048913337260670977,57339160,CNBC Africa,cnbcafrica
1242,1538902851000.0,15,4,8,"$500 billion econet airtime 

#Zimbabwepic.twitter.com/7bfdw5v9jD",1048860694433730560,829685494514647040,Povo Zim,povozim
1243,1538892195000.0,30,1,6,"Econet is like that toxic relationship that you know ain't good for you, but you still linger  
‍",1048816001058525184,428309668,𝐑𝐨𝐧𝐧𝐢𝐞 𝐆,Iam_ronn
1244,1538890042000.0,23,2,5,"Econet is a big data company. They know who we call, who we text , how much money we have and send with their bank and Ecocash. They know monitored what we watch kwese and our internet history through liquid/Zol/4G. They are the only company that knows where the $15Billion is.",1048806970352984064,17474621,Kuda Musasiwa,begottensun
1245,1538849294000.0,14,11,1,"Ok so l buy $5 econet airtime,  3seconds later my balance its $0.00  can someone balance me very quickly before l lose it cc @econetzimbabwe @Hlengiwe_Mt @samkebusiness",1048636060991991808,333415835,Nguni Princess,EmmaNxumalo
1246,1538777545000.0,13,2,1,"This my #5000th tweet. As a kid I've always dreamed of this. Like to thank my Mom, my Dad, Potraz, Econet, Twitter itself, the diction on my keypad and all you birds out there that make this place great, even those that blocked and reported me. pic.twitter.com/AYteIBvMhe",1048335126487322625,2802627681,Tendo,RChiwota
1247,1538759834000.0,222,35,55,#mayoral appeal. Mayor Gomba says Econet has adopted first street,1048260840770756608,988728211,City of Harare,cohsunshinecity
1248,1538748912000.0,37,2,8,"At AMH Business Breakfast I learned of http://www.cumii.net  a subsidery of @econetzimbabwe also learned about http://www.technites.com/ , another Econet Sub... doing incredible things in Tech, Health and the Urber for Skilled workers. WOW #investinzim",1048215030238515205,17474621,Kuda Musasiwa,begottensun
1249,1538744667000.0,63,5,5,"It was open for every one to come wangu.  Talked Digital and heard a presentation from Econet subsidiary  Comii . U where on Twitter being a troll , I networked and got business. That's the difference between you and me",1048197222750474240,17474621,Kuda Musasiwa,begottensun
1250,1538676893000.0,24,0,12,"Ecocash reduced market share from 96,8 to 95,9 while OneMoney increased from 1,6 to 2,7%
*** Netone on rebound, customers increased by 1,4%, Econet increased by 0,6 of market & Telecel lost 2.1 % market share.
***Mobile penetration now 87,7% according to @Potraz_zw report for Q2pic.twitter.com/eJvzhuKbMJ",1047912960356749313,3422218377,Larry Moyo,larry_moyo
1251,1538645627000.0,45,14,44,"$15 just to move money from my bank to my ecocash, then another $13 to send that $500 to someone...$28 charges ($20 to govt, $5 to Stanbic & $3 to Econet,  for that same $500, what madness?!  @MthuliNcube @GGuvamatanga @ReserveBankZIM @FinanceZim @Busisa74pic.twitter.com/9J2DpAerrV",1047781819888930816,232226426,Scooberman,YanFaan
1252,1538568175000.0,25,1,9,It's hard to be famous on Twitter with this econet bundle that doesn't show images ,1047456963414700036,1029855552560611334,DzarryZimbabwe,BabaZimbabwe
1253,1538560180000.0,35,2,11,DAY 587 It does not take much to make a difference let's keep Bulawayo Clean @CityofBulawayo @TrevorNcube @Busisa74 @SaintValz @ByoBlogger @RModiByoSouth @NicolaWatson13 @advocatemahere @sibanda_tobias1 @CBZHoldings @stewardbank @NetOneCellular @CurateByo @BigTimmz @EverjoiceWinpic.twitter.com/4oChzmM8cY,1047423427781545985,898545061763350528,Tonderai Shoko,ShokoTonderai
1254,1538559793000.0,31,4,2,I'll rather be broke by spending lots of money on data than use Econet Twitter. Shit's abusive man,1047421807987494912,2938111803,takudzwaa chiwanza,HillaryTakudzwa
1255,1538551317000.0,24,0,23,Let your loved ones send you money from the UK via Cassava remit and cash out from any Econet shop below. @EcoCashZW @econetzimbabwe @NdoroShaz @gamuposahpic.twitter.com/7XX6DOQ21J,1047386253866483712,836517773773766657,Omega Mudzengi,ojayie12
1256,1538511645000.0,79,12,10,"Hayi these econet bundles 
You don't see who you're talking to in the DMs so you maintain contact just in case they cute",1047219858067390464,3113757778,the darker berry🖤,ShannonCaryn
1257,1538499753000.0,91,7,14,"One guy right now is promising someone's innocent daughter a ""Big Wedding""  while he is still owing Econet,  0.50c ",1047169981996310528,862179906033254400,🌴☆ⓣⓡⓔⓨ☆🌴,Treybanks00
1258,1538486039000.0,13,8,5,"""EcoCash Update: Send money to your loved ones in Zim and they will get 7% more and cash out is GUARANTEED in USD at Econet Shops in Zim. Stop 2 opt out.""
The reason I send money home using official channels. This encourages use of official channels. @bbmhlanga @RMajongwe",1047112459658678272,206260238,Kuda Mugova 🇿🇼🇿🇦,kmugova
1259,1538481243000.0,54,8,17,"Its Day 2 of the Customer service week 2018 and here at NetOne we are ready to serve you with a smile!
#ServiceHeroes #DareToServe #CustomerServiceWeek2018pic.twitter.com/j59aAD6Kxd",1047092342929408001,2269401481,NetOne Cellular,NetOneCellular
1260,1538463991000.0,301,23,44,"Econet Twitter bundle is too much 
I post a pic i can't see 
But expect the rest of the people to see it ",1047019985443401728,860182729081618433,Dark_cloud🌫🌩,Queen_Mamo25
1261,1538389135000.0,26,7,4,Asi urikushandisa bundle re Econet? The picture clearly shows a drum inside the car and the fuel pump nozzle going into that drum. There is no jerrycan in that picture,1046706015738220544,3422218377,Larry Moyo,larry_moyo
1262,1538381298000.0,25,5,2,Muri sei pano ndambenge ndisiri pasosho media was deep in the rural surprised kuchine dzimwe nzvimbo dzisingabate network muZim apa the place is just 35km away from Kadoma only Netone works and unotoenda pachuru!!!,1046673142352105472,580328971,Tony,maxtandi
1263,1538378911000.0,55,3,18,"Customer Service Week Kicks off today and NetOne will be celebrating a culture of service excellence across the whole organisation. Stay tuned to our platforms for the exciting activities taking place each day at NetOne
Today's theme is #DareToServe
#ExcellenceHappensHere #CSW18pic.twitter.com/0VPh9POkko",1046663133094457345,2269401481,NetOne Cellular,NetOneCellular
1264,1538331825000.0,31,1,4,"I opened Instagram by mistake and closed it quickly, econet sent me an sms  “ Dear customer, be careful “

",1046465640117268480,1028852120005619712,Davy⚜️Newboi.69🥜🇿🇼,Davynewboi
1265,1538329224000.0,68,5,9,"I'm confused.

Somewhere in Zim there's this guy promising someone's innocent daughter a ""very big fantastic wedding"" but still owes Econet 0.30c ",1046454729994375168,774497353,Thanos' best friend,_Duncan_R
1266,1538319018000.0,38,2,9,"8/
Its now cheaper for a Zambian going to Mzansi to buy enough fuel to get to Zim, buy an Econet sim card for 50 cents, register for Ecocash, sell US$50, get $110 & get yo 80-litre tank full. He wont buy petrol in SA, he will fill up his tank again in Zim on his way back home.",1046411922680303616,27210124,My Zimbabwe News,myzimbabwenews
1267,1538309104000.0,11,10,2,Are you in need of affordable data bundles that last longer? Dial *470# now to subscribe to telecel's monthly data bundles and get affordable data valid for a month. pic.twitter.com/NoFrCVoE3i,1046370340002320391,271313631,Telecel Zimbabwe,Telecel_Zim
1268,1538294552000.0,365,29,68,"Kana uchishandisa econet twitter ukangoona yakuburitsa ma pictures run for your life. .. I repeat run.. Close the app.. Turn off the fone .. Kneel down and say ""Satan you have no power against my bundles.."" 
",1046309307061587968,860401076335509504,Tatts wekuDreamville,RayTatts29
1269,1538252215000.0,37,3,8,"The winning Team!!! Masvingo Econet staff celebrating after crowned the Best Commercial Exhibitor at the just ended Masvingo Agric Show. @krison_chirairo @Evekanez
#leading the pack! #20yearspic.twitter.com/D2wQ9lc9w7",1046131731890413570,513599439,Edmore Mtisi,MtisiEdmore
1270,1538221153000.0,39,1,0,I want to go Platinum (the Econet way ) ,1046001447610064896,1008411555854209024,Wild Fire ♡,King_Nat__
1271,1538208046000.0,13,0,10,"Select Menu --> Live --> ZBC .Don't miss a News Update! Dial *143# & purchase a daily, weekly or monthly Kwese @iflixZW Bundle or stream for FREE at any Econet Wi-Fi Zone.@263Chat @econetzimbabwe @StarfmZimbabwepic.twitter.com/T4t1srFfKq",1045946471093338112,1412932304,The🆒loadedjiant,jiantloaded
1272,1538198845000.0,10,0,3,"Tomorrow all roads lead to the National Sports Stadium, get your Netone Line today and register on @OneMoneyZw for free  #FillUpNationalSportspic.twitter.com/v4J6tEH1b8",1045907882800291840,956158559817003008,Tonganai,tonganaiw
1273,1538196772000.0,20,0,7,"Its now or never!Get a NetOne SIM card, register on OneMoney and watch the battle of OneFusion @1/2 price!https://twitter.com/NetOneCellular/status/1045893958788878337 …",1045899186301014017,394157009,Loveness  M Goverah,muchagove
1274,1538195526000.0,44,3,19,"If you are not registered for OneMoney yet better get to your nearest NetOne shop before 1pm today.
Once registered, you can get to pay for tomorrow’s BIG match using the OneMoney merchant codes and yu get to enjoy a whooping 50% discount 
#CapsVsHigh #ItsOneTimepic.twitter.com/Za5Cg8eKKp",1045893958788878337,2269401481,NetOne Cellular,NetOneCellular
1275,1538181305000.0,12,1,4,Steward Bank Zimbabwe hosting Zimbabweans in DC #SquareworldUSA @DrMambondiani @stewardbank pic.twitter.com/kiFUdrPNyq,1045834310945828864,829715649022853122,lilliossa kayinamura,sputnik7710
1276,1538177724000.0,15,0,3,About to MC the Steward bank launch of a very convenient app called the Square app happening in Washington DC at the Double tree by the Hilton.. @DrMambondiani @stewardbank pic.twitter.com/1KcqLedrmT,1045819293718519808,1246221204,Maimba  T Mapuranga,MaimbaMapuranga
1277,1538151370000.0,23,0,15,"Econet Wireless is to separate its financial technology operations, such as EcoCash (and possibly Steward Bank), and list them on the stock exchange as a separate company. 
In the year to Feb 2018, fintech accounted for 30% of Econet’s revenues. pic.twitter.com/hH2IVaOih7",1045708756619800581,1013384328313737216,newZWire,newswireZW
1278,1538122613000.0,17,0,3,It's a Friday and they all felt purple! Great minds think alike @stewardbank @BOOSTFellowship! @MushongaTinashe @valentinegwerevende @MurwiraNyashapic.twitter.com/Mo0Vdu6GQM,1045588141623705600,567205174,The BOOST Fellowship,BOOSTFellowship
1279,1538061949000.0,9,1,0,I'll just pretend I'm on Econet twitter and I didn't see this https://twitter.com/Nagey8/status/1045220634492645376 …,1045333696658771968,4724766676,Munashe🌸,i_am_muenashe
1280,1538056876000.0,24,7,2,"i cant see the pics because econet bundles lol...my own is not homophobia...my shock is why the homosexuals find the need to be recognised and given some sort of rights and legality...yes we have adulterers, fornicators, murderers, thieves, but you never hear",1045312419793432578,877918116021493760,fifie edwards,fifie_edwards
1281,1538036864000.0,46,1,45,"Call Back Assist, a new exciting service for all Econet customers that will help reduce your wait time on the 111 helpline
##DigitalTransformation
#Customer Experience

@econetzimbabwe @DPfunye @TMMutisi @BkayKasanga @kmaz777 @263Chat @Techzim @metsbarmby @chidomupotsa @Otis_Makpic.twitter.com/zp378BDMsk",1045228485139189760,2458937901,Owen T Chiwandire,OChiwandire
1282,1538027563000.0,15,2,1,"*One guy right now is promising someone's innocent daughter a ""Big Wedding""  while he is still owing Econet 0.50c*
",1045189472009228289,1588778204,Sir💫🇿🇼,obbie_bee
1283,1537937218000.0,97,20,35,"Toll free numbers :
Econet 08084331
Telone 08004331
Telecel 073204331
Whatsapp 0772459569
Skype Murewa rural district council
Facebook murewa rural district council",1044810538172198913,948859892793737216,Murewa Rural District Council,MurewaRdc
1284,1537816924000.0,719,50,148,Today Harare Mayor Gomba received the Econet CEO at town house with the liquid MD who are willing to replace problematic sewer and water pipes in glen view and Budiriro.They also offered to help in refuse removal and refurbishment of the first street. #servicedeliveryisaprioritypic.twitter.com/t3dbuw1kFW,1044305987841261568,950773584435261440,Generational Consensus,Chamisa2018
1285,1537773668000.0,12,0,4,"@stewardbank has injected $250 million towards a #Solar project as part of its efforts of ensuring the country reduces its dependency on the electric grid. @econetzimbabwe @DrMambondiani @BizTechHub #ZIMBABWE #263Chat #Banking #bank
https://innovation-village.com/steward-bank-invests-250million-into-solar-project/ … via @Archiemoyo",1044124560617066496,1934343295,Tapiwa.Matthew.Mutisi,TMMutisi
1286,1537706460000.0,15,0,8,Econet https://twitter.com/mrmanhere_/status/1043571535334846464 …,1043842668617453568,701772102106533888,Nya,nia_ngi
1287,1537699219000.0,33,10,5,"Is Econet is trying to grade us and put us in classes or what ?

There is Econet, Econet Silver, Econet Gold

I know the levels of pettiness my country people reach, I can’t wait to see the reactions and memes coming out of this ",1043812298215882754,742735707521875968,🌹Namataii 🦌,TaiiSwiss
1288,1537563564000.0,24,1,10,Y’all really don’t know how to act with them econet twitter bundles innit ? https://twitter.com/Les_Zaggy/status/1042670465616162817 …,1043243320569483265,1266342337,Stenerson,StevTre
1289,1537558247000.0,127,9,35,"Skye bank be changing name like econet. 2000 kids won’t understand.. anyways, Polaris customers, how una dey? ",1043221016376500224,403015900,Princess Ife❤️,ife_luv12
